source,target
57383,9346
57405,9352
57408,156711
574149,75204
574338,50698
57433,9355
57434,10642
57434,11418
57434,13342
57434,15019
57434,73935
57434,9356
57434,9494
57434,9603
57446,42188
57446,9357
574660,73861
574660,87436
57492,104155
57492,164558
57492,58492
57492,9372
57521,9378
57521,9645
57542,9385
57543,9385
57557,9389
575786,75624
57579,10862
57579,52505
57581,11880
57581,13460
57581,23759
57581,9392
57594,9396
57604,11397
57607,11770
57607,13688
57607,170657
57607,37702
57607,9470
57617,13345
57617,21835
57617,55157
57630,10186
57630,9427
57633,138832
57633,9472
5763,427
57639,9474
57646,10539
57646,14836
57646,9479
576537,50217
57691,11017
57691,17130
57691,9490
57692,19905
57727,13333
57727,9461
57730,9463
57731,9463
57741,9502
57742,9502
57758,160085
57758,170759
57758,9510
578,10534
578,109091
578,11976
578,12113
578,1492
578,1495
578,1541
578,20662
57832,34179
57832,9460
578,348
578,4105
578,4421
578,4982
57851,13701
57851,9529
57854,27989
57865,10722
57865,12245
57865,179538
57870,9536
578,70981
578,7270
578,78
578,855
57895,10413
57895,9542
578,9726
578,9740
578,98
57898,11377
57922,11587
579280,76122
579280,76535
57962,10032
57962,9557
58005,9456
58021,9453
58036,9448
58037,22164
58040,21610
58040,9569
58052,14016
58053,49706
58059,9582
58063,9836
58072,10040
58072,11395
58072,9446
58075,75834
58094,9587
58116,9592
58137,13967
58137,9598
58159,9606
58164,9607
58165,9607
58178,10833
58178,9611
58189,13275
58189,13804
58189,51497
58189,82992
58189,9615
58220,11002
58220,9443
582255,77561
58245,15158
58245,16441
58245,75761
58245,9638
58245,9707
582527,204349
58255,112198
58260,9793
58268,12609
58268,9642
58269,9642
582899,77941
582918,77949
58292,44718
58294,12634
58294,9434
58316,9429
58324,13635
58324,15362
58324,8978
58338,9423
5834,10869
5834,12335
5834,14136
5834,433
583479,121606
583599,141058
583687,203665
58375,13680
58375,13836
58375,38303
58375,88042
58375,9655
58384,9406
583857,116811
58403,9656
5844,80125
58448,10897
58448,11041
58448,13997
58448,8872
58453,9671
58463,9413
58483,9677
58498,10909
58498,22787
58498,23047
58498,9679
58498,9705
585040,34182
58514,9682
58518,9683
58547,9687
58552,16996
58552,37950
58552,9685
58573,45156
586002,79120
58608,41428
58628,11132
58656,10473
58656,9703
58689,10480
58689,13279
58689,34803
58689,9708
587,105077
58712,10326
58712,11342
58712,11415
58712,11675
58712,13613
58712,9725
58712,9728
58712,9825
587167,79433
5872,12572
5872,436
58728,11893
58728,9618
58729,9618
587411,91417
58766,19167
58766,9721
5877,10133
5877,166271
5877,2266
5877,37707
5877,431
587800,79694
58797,16392
58822,9731
58829,12242
58829,18269
58829,9732
58830,18269
58838,12224
58838,9739
588648,80015
58868,10152
58868,9745
58897,10199
58897,11619
58897,77174
589159,80304
589402,80389
59023,10606
59026,10201
59026,10720
59026,1588
59026,9767
59031,246320
59031,37653
59,10047
59,101
59,10656
59,112205
59,11227
59126,48340
5917,127521
5917,438
59,175
5917,71677
59,18
591963,81446
59,240832
592451,79628
592493,152748
59,26505
59291,10226
59291,13515
59291,149509
59291,43593
59291,9792
59328,193612
59328,59115
59330,118677
59338,9803
59,35552
59357,40619
59410,87818
59410,9809
59413,10090
59413,159092
59413,9750
59,42949
59466,9813
59521,10066
59521,21208
59521,225574
59521,48138
59521,9815
5953,152601
5953,16523
5953,2757
5953,492
59611,86597
59611,9539
59646,9824
59649,1497
5970,5336
59767,9836
59,77878
59803,62177
59803,9837
59848,11427
59848,9843
59,9322
59958,10984
59958,9877
59997,9886
59998,13022
59998,199534
59998,9885
59,9992
60024,12763
60045,15641
60046,259018
60099,22007
6011,10234
6011,1791
6011,37903
6011,445
6011,8461
6011,86837
60129,9899
60149,9900
60207,9904
60237,12589
60237,9906
60243,9902
60295,9909
6037,42684
6037,440
6038,42684
6038,440
6046,117251
6046,14161
6046,2024
6046,2164
6046,435
6046,602
6046,61891
6046,7840
6046,929
6046,9349
6047,13291
60496,9918
60680,9929
60707,115283
607,10404
607,1494
60725,10898
60725,13654
60725,9948
607,31439
607,76758
607,79
607,9550
608,10515
608,11621
608,12429
608,128
608,129
608,149870
608,15371
608,16859
608,4935
60860,9953
608,81
608,8392
60922,41210
60922,9955
60923,41210
60923,9955
6094,1557
60949,13161
61019,10847
61069,22327
61069,52067
61069,9962
61087,9963
6111,12767
6111,451
61175,11565
61175,38322
61175,9969
61244,149910
61244,9973
61290,13690
61290,9975
61300,229407
61357,11804
61357,15691
61357,60170
61357,9978
61371,10982
61372,10982
61373,10982
61411,11688
61411,9982
61571,9991
6159,10328
6159,11259
6159,11374
6159,11499
6159,12146
6159,13448
6159,1552
6159,2619
6159,2924
6159,3595
6159,44564
6159,453
6159,568
6159,591
6159,847
6159,8871
6159,921
6159,96721
61677,14813
61677,9994
61678,9994
61760,9997
61789,215814
61824,10004
61824,10127
61824,106035
61824,11428
61824,13519
61847,23631
61894,10007
61921,10008
61921,11849
61921,146227
61949,10009
61952,10009
61970,10010
61970,12819
61985,66129
6201,10409
6201,454
6201,64682
6201,6972
6201,824
62020,10014
62043,10019
62047,10020
62047,10545
62047,10865
62047,13394
62047,48466
62048,10020
62048,10545
62048,10865
62116,10028
62116,14177
62116,21474
62116,63710
62157,244688
6220,12689
6220,2266
6220,455
6220,57825
62367,198210
62367,22824
62410,10622
6241,457
62514,10050
62514,13008
62514,14442
62541,25643
62658,19824
62696,10064
62721,10065
62768,10069
62768,76487
62797,10070
62797,71668
628,12477
628,15080
628,15283
628,21036
62854,10074
62854,80035
62863,37931
62872,10075
62897,224908
62941,122857
62941,28510
63052,208869
63052,81390
63174,10086
63175,10086
63208,13612
63303,18781
63306,13510
63306,65086
6340,13668
63429,11178
63429,19486
6345,7090
63477,10105
63477,59883
6349,11092
6349,15764
6349,4477
6349,891
6349,9944
63550,10225
63571,14756
63571,15860
63571,35854
63571,37472
6361,467
63689,10116
63709,10117
63709,14980
63709,19384
63713,10118
63713,11137
63713,14370
63713,19053
638,11322
638,11454
638,1538
6384,76544
638,82
638,8489
638,9008
638,9361
638,949
63920,10372
63921,10372
63937,10134
63937,13995
63943,10135
63943,11074
63973,8882
64030,10154
64045,11283
64045,26171
64045,76494
64061,11584
64061,11777
64061,12145
64061,214075
640,83
640,92182
64108,20606
64108,87436
64114,10178
64131,10183
64139,10187
64139,115782
64140,10188
64140,38093
64141,10189
64141,113148
64141,157847
64141,38319
64141,57431
64151,10192
64151,10402
64151,11459
64151,15566
64151,55301
64152,10199
64163,118957
64170,10206
64190,10213
64190,29564
64191,10214
64191,10992
64194,209274
64194,9709
64195,15379
64195,9730
64210,71157
64211,103620
64211,13474
642,92182
6431,12163
6431,1381
6431,44214
6431,473
6431,641
6431,86834
64331,10253
64459,10263
6448,3482
6448,475
6449,12185
6449,8592
64508,11037
64508,11411
64508,24740
64575,31203
64575,99770
646785,98205
64681,10222
64722,10281
64735,10283
64743,10285
64754,10288
64796,10280
64796,10585
64796,11797
64796,152426
648,10876
648,11850
648,13572
64815,10314
6482,16161
64823,10323
6482,479
6482,584
6482,59965
6482,650
6482,8292
64856,70006
64864,10340
64864,10693
64864,10882
64864,11224
64864,12092
64864,12230
64864,13465
64864,15947
648,7007
64875,10344
64877,10345
64877,10438
64877,11824
64877,12536
64883,11658
64883,94047
648,9549
64901,10348
64901,10610
64901,17808
64901,17809
64909,10353
64909,11687
64909,14645
64909,56715
64949,10380
6495,121677
6495,12572
6495,28005
6495,480
6495,8915
65026,10412
65127,70008
65133,10426
65167,164457
65167,25196
65190,10431
65298,10437
65298,10874
65310,10439
65310,10947
65310,11887
65310,13576
65310,13649
65314,10376
65314,10867
65314,11216
65314,152742
65317,31007
65377,13243
65390,10474
65420,132137
65428,10228
65428,10991
65428,12599
65429,10228
65429,10991
65429,12599
65429,33875
65452,10503
65525,10529
65530,10530
65530,11135
65531,10530
65531,49948
6554,190880
65548,10535
6558,482
65594,157832
65594,67913
65602,10546
65629,10501
65629,10555
65629,77459
65630,10555
65630,15512
65630,38745
65677,11249
65677,167032
65678,11186
65688,10587
65702,13260
65734,10591
65734,11090
65734,193893
65734,49022
65817,17532
65817,94204
65855,10567
65856,10567
6592,20726
6592,6878
6593,10339
6593,11016
6593,12208
6593,15739
6593,17360
6593,2075
6593,3090
65934,10951
65934,37702
6593,488
6593,963
6593,983
65994,10775
65994,11647
65994,14148
65994,14310
65994,16411
65994,167449
65994,47854
66039,15157
66039,74018
66074,10665
66076,10657
66088,10655
66121,11978
66121,14410
66121,41283
66150,62320
66190,10674
66191,10674
66191,51052
66193,10191
66193,11544
66193,49519
66203,26842
66212,10679
66218,10488
66219,10488
66219,16553
66222,10649
66222,15417
66226,10651
66226,17169
664,10329
664,6488
664,7305
6648,11656
6648,11700
6648,490
6648,5961
6648,614
6648,797
664,9036
66496,10758
66512,10759
66512,11852
66548,10761
66548,11310
66563,12620
66563,14220
66604,10685
66605,10683
66654,10771
66681,79316
66681,84348
66718,10775
66718,11647
66718,14310
66718,16411
66718,62977
66719,62977
66728,10740
66728,11826
66728,97370
66739,10727
66739,10781
66739,20777
66739,44943
66739,57165
66739,98566
66777,10784
66777,16858
66800,10726
66823,10718
66823,68684
66842,149087
66856,10800
66857,10800
66879,79433
66880,79433
66942,50135
66960,10735
66960,10956
66960,11025
66987,10823
670174,30143
67056,10837
6720,10641
67259,10855
67259,30421
67259,75948
67268,13396
6729,10922
6729,12102
67316,10885
6733,150117
67367,21755
67367,59967
67367,9270
6737,15198
6737,1597
6737,38778
6737,693
6737,77953
6737,816
6737,817
6737,818
6737,91010
67426,10907
67570,10938
67589,10946
67589,192040
67589,214314
67589,57586
67589,72334
67590,10946
67590,72334
67604,10948
67604,10957
67607,10948
67607,11319
67657,10961
6767,13007
6767,18480
6767,496
6767,76493
67714,13741
67716,18940
67717,15152
67717,15588
67717,74643
67717,89899
67753,10999
67753,11495
67753,13154
67767,11006
67767,11286
67767,11950
67767,12705
6778,10730
6778,4192
6778,5919
67795,11013
67813,12645
67813,136400
67813,77866
67897,14052
67919,11047
67925,11049
67941,11052
67971,10986
67972,10986
68020,11099
6818,11699
6818,2000
6818,501
6818,6404
6818,9343
6818,9952
68,19
68215,11066
68352,11152
68381,18462
68412,11165
68432,58547
68457,11176
68519,11190
68573,11199
68573,11452
68573,22949
68574,198062
686,10658
68682,11234
68750,17159
68770,11247
68770,15648
68813,65229
68,832
68843,13335
68843,71552
68844,13335
68844,71552
6884,504
68928,31000
68993,11314
68994,14002
68994,89708
69003,11319
69089,11345
69237,11531
69339,60935
69353,11419
69359,11420
69360,11420
69371,11421
69371,152532
69371,18320
69371,85033
69400,11427
69416,11430
69416,12448
69416,13179
69416,44683
69488,11447
69498,11453
69500,11455
69537,11479
69579,11470
69579,14219
69593,32985
69593,61012
69597,22798
69605,11497
69719,11523
69741,11528
69741,15276
69797,10191
69797,11544
69797,82702
69801,11546
69801,15596
69830,40911
69830,95919
69987,14400
69987,185567
69987,57331
70055,25318
70055,38602
70100,114478
70100,11633
70100,13981
70100,192577
70100,269650
70100,31261
70103,13391
70109,11636
70109,233112
70109,25676
70109,55292
70110,244114
7017,1537
7017,209350
7017,38357
7017,509
7017,87504
7018,122906
7018,18947
7018,508
70212,11662
70212,24293
70221,11661
70238,13053
70250,11690
70262,24655
70287,13700
70308,11708
70308,12208
70334,11713
70334,12481
70500,21641
70500,45269
70500,82695
70520,11798
70558,11811
70565,11815
70573,11817
70616,11827
70651,11836
70663,11837
70703,11847
70703,30596
707,11933
70737,11649
70738,11648
70777,11638
70777,21301
70792,11867
70850,11859
7087,10386
7087,13932
7087,2062
7087,56292
7087,9806
70890,11908
70890,43919
70890,44363
70905,13541
70937,11915
71042,11959
7,10681
71068,11631
71068,71688
71082,24469
71082,9364
7,12
71253,12105
71267,11802
71267,49519
71276,11807
71276,79464
71280,212716
71280,50725
71280,74387
71307,12112
71329,12079
71329,18476
71338,26441
71418,12138
7145,1257
7145,13595
7145,2640
7145,2752
7145,8866
7145,9292
71506,12169
71506,77462
71527,12177
71538,12180
71548,12182
71551,88005
71570,12184
71570,192136
71600,109431
71600,12193
71600,13958
71600,51540
71609,75233
716,11630
716,2005
716,88
71729,12222
71729,57800
71792,12233
71797,159154
71849,12242
7187,1924
71872,103731
7187,2207
71872,64720
7187,526
7187,794
7187,8834
7187,9340
7187,9359
7187,941
7187,942
7187,943
7187,944
7187,9562
7187,9647
7187,9691
7190,10023
71901,12211
71901,78383
71901,84226
71923,12244
71929,70793
71943,12253
71947,12837
71947,14736
72005,139651
72024,12277
72024,13490
72024,146304
72024,14655
72024,4258
72034,12281
72034,135647
72101,13019
72113,71254
7213,19959
7213,2163
7213,296
7213,3536
72197,40794
72205,12435
72205,72890
72206,12435
72206,72890
72266,13652
72320,46332
72327,245775
72344,49527
72433,12481
72496,12496
72543,12500
7256,10990
7256,11679
7256,1738
7256,2043
7256,36669
7256,62630
7256,9433
72692,70196
7270,10068
7270,10998
7270,2251
7270,2291
7270,4478
7270,535
7270,9769
72757,10360
72757,76025
72757,76203
73035,56780
73051,33875
73094,12609
73095,12609
7312,11451
7313,533
7314,14447
7314,530
7314,531
7314,532
7314,533
7314,7443
73161,13682
73161,16119
73282,14456
73391,26629
73391,80015
73409,166822
73460,12783
73499,13824
73588,12192
73832,122800
73832,12657
73832,51250
73833,23988
7395,11431
7395,11543
7395,12610
7395,1792
7395,2123
7395,48988
7395,544
7395,76489
7395,8467
7395,9038
7395,9889
7396,11431
7396,11543
7396,12610
7396,1792
7396,2123
7396,48988
7396,544
7396,76489
7396,8467
7396,87818
7396,9038
7396,9889
7397,10985
7399,116745
7399,2788
7399,7446
7399,9398
7399,9894
74052,12889
74052,15060
74058,44639
74062,12912
74091,12924
74091,198375
74091,37910
74091,38142
74091,79707
7409,2770
74101,13018
74112,13043
74112,38277
74118,57243
74142,13062
74142,13931
74152,13090
74159,13092
74192,121823
74192,149085
74257,54293
74259,13193
74259,87440
7426,546
74272,13198
74297,11135
74297,49948
74298,13691
74298,49948
74299,15139
74299,49948
74300,13225
74342,13243
74396,13310
74396,49517
74565,13465
74565,15947
74566,26920
74569,13483
74619,13523
74619,87428
74623,13532
74655,188166
74661,258086
74661,46441
74671,13567
7467,1949
7467,210577
7467,2649
7467,37799
7467,4547
7467,4922
7467,550
7467,65754
7467,807
7467,8077
74730,145247
74752,88273
7482,2013
7482,5001
7482,549
74863,13640
74863,15359
74863,17445
74863,30061
74863,45162
74863,65291
74863,69735
74863,76589
74872,13641
74907,18079
74924,13672
74924,77948
74943,33273
74948,13690
74950,133121
74950,13648
7,49529
7501,551
75035,13387
75035,62835
75035,82675
75043,13491
7506,46878
75544,43418
75699,39781
75753,136911
75753,137968
75823,13825
75835,13825
75836,13825
75910,13852
75911,13852
76100,13956
76100,202575
76100,49953
76171,13964
76171,87436
76230,13972
7623,10223
7623,10390
7623,12106
7623,16871
7623,2046
7623,557
7623,558
7623,559
7623,68728
7623,764
7623,765
7623,766
7623,9556
76242,44877
76243,14011
76247,10327
76325,24253
76325,33613
76408,18837
76408,48625
76418,14154
76418,1499
76418,21481
76418,50479
76422,13012
76422,134411
76449,14194
76449,17478
76451,44977
76462,13363
76462,98948
76595,13053
76595,38757
76595,82881
76624,14337
76624,145197
76809,14028
76812,14392
76818,199643
76819,199643
76864,52629
76882,14433
76927,14451
76927,241842
76927,60304
769,297
76936,16804
76946,14476
76965,85889
769,8046
769,90
769,9013
769,9475
76998,14048
76998,84336
77003,13150
77003,14292
77003,59440
77008,14556
77008,248611
77008,61404
77008,89899
77062,14576
77084,38540
77123,215830
77123,50357
77147,13812
77147,256274
77147,44040
77162,13944
77162,73873
77177,14711
77177,62931
77211,69315
7722,11127
77269,146223
77269,14748
7727,10304
77295,15809
77301,12572
77301,51533
77304,191421
77357,61791
774,10750
77458,13249
77488,13417
77656,13348
77658,13256
7767,576
7767,5916
7767,9584
7767,994
776,9085
7775,14869
7775,1734
7775,179826
7775,564
7775,7131
7775,9457
77831,15058
77863,44992
7791,10215
7791,11141
7791,240916
7791,89185
77919,13156
7791,9486
7791,9989
77921,18491
77921,21832
77921,75629
77923,15137
77923,18491
77923,21832
77923,22843
77923,75629
77926,15137
77926,21832
77926,22843
77926,75629
7795,12185
77964,13250
77965,70670
78012,14283
78021,15239
78023,15239
78040,14438
78040,18925
78040,72213
78108,15255
78108,180894
78108,25602
78108,38234
78118,11093
78135,15356
78146,15357
78173,15370
78185,15265
78226,146375
78298,15511
7832,118289
7832,16759
7832,4858
7832,575
7832,613
78371,15371
78451,13190
78514,16716
78545,115210
78562,23706
78562,58232
78615,22582
78626,14235
7865,73499
78751,14073
78751,15774
78751,19666
7879,13934
7879,48013
7879,49013
7879,862
7879,863
7879,920
7879,9487
7881,7484
7883,13930
78866,15859
78896,14191
78896,38843
78914,53182
78916,14752
78916,17501
78916,41109
7904,20536
7908,10141
7908,10276
7908,10407
7908,10776
7908,10806
7908,11353
7908,11359
7908,11371
7908,11639
7908,11899
7908,2196
7908,9890
7911,920
7918,13062
79279,242310
7929,13413
7929,213121
7929,82424
7930,13929
793,29264
793,4593
793,626
793,649
79434,84188
7,9487
79656,20856
79656,21972
79964,110112
8010,13042
8020,140420
80207,15584
80215,13497
8023,54551
8023,54553
8023,54559
8023,73723
80260,16306
80261,16307
8029,12222
8029,175574
8029,20533
80307,14844
80384,127370
80386,61202
8040,48013
80540,16340
80570,16520
80602,103370
80602,15670
80602,16186
80602,16710
80602,16781
80602,239562
80602,26367
80602,28004
80602,35688
80602,51017
80602,62008
80602,97006
80630,16564
80651,31967
80671,13700
80672,13676
80672,175112
80672,75258
80691,14175
80698,16366
80747,17335
80751,16910
80751,74842
80923,41505
80923,52520
80924,41505
80924,52520
80948,15165
80949,16873
80999,14097
80999,203793
8,10193
81044,13312
81045,13312
81085,14070
81157,67884
81159,19173
81199,16279
8,12
81201,14254
81220,213015
81251,17111
81251,87436
81252,17111
81256,16409
81256,209249
81297,249021
81297,59197
81328,49787
81328,87436
81437,78480
814,73
814,74308
81476,68812
81613,241254
81718,110420
81718,14069
81718,20455
81718,28874
81727,14299
81761,13506
81809,177699
81850,17431
81850,45612
81853,20455
81853,44251
81856,60599
81913,17467
81916,17473
8193,37710
8193,582
819,4967
81950,68450
81963,17483
82194,17654
82194,68724
82219,16620
82226,242090
82234,15251
82304,169020
82304,45535
82351,262338
82418,17845
8246,10153
8246,10337
8246,10710
8246,11393
8246,11597
8246,11904
8246,123105
8246,3172
8246,36950
8246,380
8246,586
8246,801
8246,819
8246,8944
8246,8984
8246,9895
82511,17927
82511,37735
82511,50544
82518,122293
82579,24924
82724,109689
82724,61979
82822,18238
82839,127517
82939,13220
82939,1977
8296,197796
8296,588
8296,6312
8296,9501
8297,1809
8297,507
8300,11362
8300,6072
8300,8367
8300,9044
8300,9804
83048,17097
8311,14134
8311,8079
83281,171372
8328,1880
83287,71859
8328,9387
83313,51481
83413,14612
834,1939
83467,13888
834,93
83588,18585
836732,84329
83730,258251
83730,38543
83858,159117
8392,133698
8392,141043
83923,14003
8392,41211
83967,255913
83985,14636
8403,73358
84061,38117
84110,19105
84110,20604
84111,19105
84111,20604
84124,72359
84335,13186
84335,74461
84425,19100
84425,77338
84426,19100
844266,252680
84426,77338
84439,59145
8452,1398
8452,593
8452,895
84697,175291
84714,153158
84714,25376
84739,242022
84740,242022
84782,24801
8482,595
84833,19556
84834,19556
84843,19580
84851,19585
84885,19597
84906,15785
84981,256092
84981,45556
8500,11617
8500,11697
8500,13909
8500,3109
8500,3114
8500,37347
8500,596
8500,995
8502,8095
85048,85985
8514,12208
85203,138376
85311,47951
85340,19955
85340,89899
8557,1985
8557,598
8557,8338
8557,89455
8558,17692
85637,31414
85670,117691
85675,20453
8568,21752
8568,34588
85716,16366
8574,1653
8574,2266
8574,666
8574,83770
8574,9009
85809,44918
85822,200462
85822,205321
85822,248504
8,585
859754,84287
86009,244237
86194,20483
86195,20483
86203,20483
86203,24122
86255,174772
86270,20526
86270,75612
86325,160704
8635,961
8635,992
8636,6844
86439,14444
86482,82505
86500,123103
865,134374
865,1635
865,1858
865,38356
865,676
865,8373
865,8961
865,91314
865,95
865,9737
865,9802
86783,205022
86783,70590
8684,60747
8685,1830
8685,49530
8685,72710
8685,782
8685,9296
8686,112336
8686,18094
87055,79218
87081,14517
87082,159128
87082,244509
87082,52015
87130,10336
87160,13009
87169,14609
87170,14609
87177,14611
87178,14624
87213,38150
87257,21191
87257,38684
87378,185008
87429,21348
87438,16258
87565,13667
87565,18282
876,51209
876,7220
87672,21583
87695,91745
87742,102382
87742,1930
87742,19913
87820,21724
879,12498
880,23168
88039,207768
88039,43947
880,4771
880,68734
88077,19766
88077,54540
88084,115276
88092,34494
88391,189197
8843,10357
8843,33602
8843,619
8844,11509
8844,12160
8844,12560
8844,14412
8844,6171
88556,84348
8858,10890
8858,11566
8858,12499
8858,14035
8858,200505
8858,2978
8858,41630
8858,4474
8858,6068
8858,620
8858,6280
8858,9397
8858,9493
8858,951
88623,13151
8876,10122
8876,11158
8876,12227
8876,27902
8876,5689
8876,621
88800,276935
88926,19833
88967,38408
89112,14248
89112,20760
89112,81003
8929,623
893,11654
893,1535
893,18487
893,2119
893,319
893,44048
893,744
893,7551
893,8963
893,9319
893,9509
893,9566
893,96
893,9798
893,9923
8965,10533
8965,11416
8965,14125
8965,625
8966,13446
8966,23514
89766,23116
89814,23044
89824,84204
89972,20982
90048,15575
90048,17165
90081,41135
90,11671
90,20
90,2266
9032,127585
9032,1452
9032,2253
9032,36657
9032,36658
9032,629
9032,81005
9032,9445
9033,1619
9033,75780
90367,101907
90367,22855
90367,30061
90367,30675
90367,56590
90367,63686
90367,69735
90429,75674
9048,13973
90492,84355
9049,630
9049,770
90508,190847
9054,42196
9054,630
90591,23827
90607,23830
90638,25913
90638,34942
90657,24970
90694,17295
9076,631
9076,653
90812,24056
909318,252680
9108,10766
9108,1687
9108,8738
91268,19908
91268,62206
91268,82682
91382,198287
9158,634
91610,14236
9168,11327
9168,11615
9168,11663
9168,12104
9168,1632
9168,3537
9168,635
9168,8818
91759,35052
9181,10684
9181,1372
9181,13813
9181,43347
9181,4476
9181,616
9181,9665
9181,9882
9198,12159
9200,617
92317,199753
92436,118683
92436,227359
92436,28465
92436,46713
9248,10783
9248,24803
9248,2928
9248,858
9248,9489
9248,9722
92657,24804
92694,13417
92695,13417
92733,24238
92743,24869
928146,208277
9281,87818
92831,182127
92831,44249
928490,254473
92851,24929
928915,80767
929568,83443
929851,169934
929917,83686
929972,30143
930221,13851
930221,31967
930222,31967
93047,13191
930567,83564
9306,143049
930629,84200
930705,84327
930706,84330
930707,135397
930707,84332
930708,84334
930710,157386
930710,84341
93136,70821
931778,222216
932088,85446
93214,216282
93214,55779
932248,109428
932533,85739
93286,121835
93301,15655
933164,89584
933262,86467
933263,86467
933735,154441
933735,62156
933739,86812
933739,87499
9339,603
9339,604
9339,605
9339,7459
9339,83542
9339,9303
9340,603
9340,604
9340,605
93406,25237
9340,7459
9340,83542
9340,9303
93410,25239
93419,124459
93468,22494
934803,166424
934803,76726
935093,87368
935094,87368
935179,87436
935267,87587
935753,20235
936080,57627
936081,57627
936154,81796
937340,249660
938077,89899
938681,87818
938682,87818
93911,51994
939123,174316
939452,91333
93991,119892
94011,13187
94011,13353
94075,25472
94075,77950
94108,176068
94108,18405
94126,19794
94220,168138
94220,25769
94222,168138
94222,25769
94608,26035
94772,26163
94772,26214
94772,26224
94815,23128
94918,25941
95024,185460
95024,20178
95024,74306
95111,26317
95320,26388
95320,75638
95501,18148
9556,139567
956,100
956,10528
956,107
956,10851
956,13809
956,58574
95687,18570
957,2270
957,23483
957,4836
957,49538
9577,11590
9577,642
9577,9277
9603,643
96087,110112
96166,14202
96166,203819
96166,44113
9622,41515
9622,88751
96323,23966
96323,87436
96324,23966
96423,20871
96439,38073
9660,647
9661,647
96676,26963
96677,26963
96745,27004
968303,16866
97026,22907
97026,76617
97180,13683
97180,51786
974,86593
97555,151933
97555,156717
97555,195269
97555,260063
97555,27310
97555,51620
97555,78049
9789,10403
9789,11335
9789,5279
9789,651
9789,9526
97901,86703
97942,127560
98103,146015
98103,49020
98,128216
98251,139519
98251,157409
983625,138376
98389,224815
98521,27586
9855,11206
9855,646
9855,657
9855,660
98631,159117
98631,83899
98631,84348
98631,87436
9868,668
98,86555
989375,83443
98940,15590
98940,20036
9894,9289
9915,17339
9915,253
9915,658
9915,681
9915,682
992866,92321
994332,15567
99496,243935
99496,28053
995407,102629
995407,214597
9956,662
998507,93394
999760,93828
999812,93856
